pilota,classe,team,posizioneCalendario,anno,numeroDiGara,tipoIscrizione,risultato,costruttore,modello
000040,Moto2,GasGas Aspar Team,4,2022,75,Titolare,0000450,011,Kalex Moto2
000040,Moto2,GasGas Aspar Team,5,2022,75,Titolare,0000522,011,Kalex Moto2
000040,Moto2,GasGas Aspar Team,6,2022,75,Titolare,0000566,011,Kalex Moto2
000040,Moto2,GasGas Aspar Team,7,2022,75,Titolare,0000634,011,Kalex Moto2
000040,Moto2,GasGas Aspar Team,8,2022,75,Titolare,0000683,011,Kalex Moto2
000040,Moto2,GasGas Aspar Team,9,2022,75,Titolare,0000756,011,Kalex Moto2
000040,Moto2,GasGas Aspar Team,10,2022,75,Titolare,0000798,011,Kalex Moto2
000040,Moto2,GasGas Aspar Team,11,2022,75,Titolare,0000875,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,1,2022,96,Titolare,0000277,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,2,2022,96,Titolare,0000322,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,3,2022,96,Titolare,0000329,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,4,2022,96,Titolare,0000442,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,5,2022,96,Titolare,0000514,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,6,2022,96,Titolare,0000583,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,7,2022,96,Titolare,0000636,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,8,2022,96,Titolare,0000679,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,9,2022,96,Titolare,0000735,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,10,2022,96,Titolare,0000803,011,Kalex Moto2
000041,Moto2,GasGas Aspar Team,11,2022,96,Titolare,0000855,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,1,2021,96,Titolare,0000939,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,2,2021,96,Titolare,0001033,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,3,2021,96,Titolare,0001110,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,4,2021,96,Titolare,,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,5,2021,96,Titolare,0001266,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,6,2021,96,Titolare,0001343,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,7,2021,96,Titolare,0001425,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,8,2021,96,Titolare,0001509,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,9,2021,96,Titolare,0001584,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,10,2021,96,Titolare,0001655,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,11,2021,96,Titolare,0001730,011,Kalex Moto2
000041,MotoGP,Petronas Sprinta Racing,12,2021,96,Sostituto,0001794,003,YZR-M1
000041,MotoGP,Petronas Sprinta Racing,13,2021,96,Sostituto,0001873,003,YZR-M1
000041,Moto2,Petronas Sprinta Racing,14,2021,96,Titolare,0001977,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,15,2021,96,Titolare,0002047,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,16,2021,96,Titolare,0002128,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,17,2021,96,Titolare,0002222,011,Kalex Moto2
000041,Moto2,Petronas Sprinta Racing,18,2021,96,Titolare,0002288,011,Kalex Moto2
000042,Moto2,GasGas Aspar Team,8,2022,11,Wildcard,0000688,011,Kalex Moto2
000043,Moto3,CarXpert Prüstel GP,10,2021,12,Titolare,0001685,005,RC250GP
000043,Moto3,CarXpert Prüstel GP,11,2021,12,Titolare,0001761,005,RC250GP
000043,Moto3,CarXpert Prüstel GP,12,2021,12,Titolare,0001839,005,RC250GP
000043,Moto3,CarXpert Prüstel GP,13,2021,12,Titolare,0001934,005,RC250GP
000043,Moto3,CarXpert Prüstel GP,14,2021,12,Titolare,0002013,005,RC250GP
000043,Moto3,CarXpert Prüstel GP,15,2021,12,Titolare,0002092,005,RC250GP
000043,Moto3,CarXpert Prüstel GP,16,2021,12,Titolare,0002154,005,RC250GP
000043,Moto3,CarXpert Prüstel GP,17,2021,12,Titolare,0002235,005,RC250GP
000043,Moto3,CarXpert Prüstel GP,18,2021,12,Titolare,0002303,005,RC250GP
000043,Moto2,Gresini Racing,1,2022,12,Titolare,0000295,011,Kalex Moto2
000043,Moto2,Gresini Racing,2,2022,12,Titolare,0000316,011,Kalex Moto2
000043,Moto2,Gresini Racing,3,2022,12,Titolare,0000347,011,Kalex Moto2
000043,Moto2,Gresini Racing,4,2022,12,Titolare,0000453,011,Kalex Moto2
000043,Moto2,Gresini Racing,5,2022,12,Titolare,0000511,011,Kalex Moto2
000043,Moto2,Gresini Racing,6,2022,12,Titolare,0000578,011,Kalex Moto2
000043,Moto2,Gresini Racing,7,2022,12,Titolare,0000630,011,Kalex Moto2
000043,Moto2,Gresini Racing,8,2022,12,Titolare,0000686,011,Kalex Moto2
000043,Moto2,Gresini Racing,9,2022,12,Titolare,0000761,011,Kalex Moto2
000043,Moto2,Gresini Racing,10,2022,12,Titolare,0000817,011,Kalex Moto2
000043,Moto2,Gresini Racing,11,2022,12,Titolare,0000862,011,Kalex Moto2
000043,Moto3,Rivacold Snipers Team	,1,2021,12,Titolare,0000973,002,NSF250RW
000043,Moto3,Rivacold Snipers Team	,2,2021,12,Titolare,0001065,002,NSF250RW
000043,Moto3,Rivacold Snipers Team	,3,2021,12,Titolare,0001130,002,NSF250RW
000043,Moto3,Rivacold Snipers Team	,4,2021,12,Titolare,0001210,002,NSF250RW
000043,Moto3,Rivacold Snipers Team	,5,2021,12,Titolare,0001281,002,NSF250RW
000043,Moto3,Rivacold Snipers Team	,6,2021,12,Titolare,0001369,002,NSF250RW
000043,Moto3,Rivacold Snipers Team	,7,2021,12,Titolare,0001462,002,NSF250RW
000043,Moto3,Rivacold Snipers Team	,8,2021,12,Titolare,0001541,002,NSF250RW
000044,Moto2,Gresini Racing,1,2022,61,Titolare,0000288,011,Kalex Moto2
000044,Moto2,Gresini Racing,2,2022,61,Titolare,0000319,011,Kalex Moto2
000044,Moto2,Gresini Racing,3,2022,61,Titolare,0000348,011,Kalex Moto2
000044,Moto2,Gresini Racing,4,2022,61,Titolare,0000462,011,Kalex Moto2
000044,Moto2,Gresini Racing,5,2022,61,Titolare,0000512,011,Kalex Moto2
000044,Moto2,Gresini Racing,6,2022,61,Titolare,0000568,011,Kalex Moto2
000044,Moto2,Gresini Racing,7,2022,61,Titolare,0000633,011,Kalex Moto2
000044,Moto2,Gresini Racing,8,2022,61,Titolare,0000692,011,Kalex Moto2
000044,Moto2,Gresini Racing,9,2022,61,Titolare,0000758,011,Kalex Moto2
000044,Moto2,Gresini Racing,10,2022,61,Titolare,0000811,011,Kalex Moto2
000044,Moto2,Gresini Racing,11,2022,61,Titolare,0000878,011,Kalex Moto2
000044,MotoE,Pramac Racing,4,2021,61,Titolare,,013,Ego Corsa
000044,MotoE,Pramac Racing,5,2021,61,Titolare,,013,Ego Corsa
000044,MotoE,Pramac Racing,7,2021,61,Titolare,,013,Ego Corsa
000044,MotoE,Pramac Racing,9,2021,61,Titolare,,013,Ego Corsa
000044,MotoE,Pramac Racing,11,2021,61,Titolare,,013,Ego Corsa
000044,MotoE,Pramac Racing,14,2021,61,Titolare,,013,Ego Corsa
000045,Moto2,Idemitsu Honda Team Asia,1,2021,35,Titolare,0000955,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,1,2022,35,Titolare,,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,2,2021,35,Titolare,0001029,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,2,2022,35,Titolare,0000296,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,3,2021,35,Titolare,0001108,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,3,2022,35,Titolare,0000326,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,4,2021,35,Titolare,0001196,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,4,2022,35,Titolare,0000465,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,5,2021,35,Titolare,0001260,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,5,2022,35,Titolare,0000521,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,6,2021,35,Titolare,0001347,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,6,2022,35,Titolare,0000584,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,7,2021,35,Titolare,0001416,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,7,2022,35,Titolare,0000618,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,8,2021,35,Titolare,0001506,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,8,2022,35,Titolare,0000703,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,9,2021,35,Titolare,0001577,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,9,2022,35,Titolare,0000743,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,10,2021,35,Titolare,0001652,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,10,2022,35,Titolare,0000807,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,11,2021,35,Titolare,0001724,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,11,2022,35,Titolare,0000865,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,12,2021,35,Titolare,0001813,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,13,2021,35,Titolare,0001896,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,14,2021,35,Titolare,0001984,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,15,2021,35,Titolare,0002051,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,16,2021,35,Titolare,0002144,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,17,2021,35,Titolare,0002225,011,Kalex Moto2
000045,Moto2,Idemitsu Honda Team Asia,18,2021,35,Titolare,0002291,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,1,2021,79,Titolare,0000949,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,1,2022,79,Titolare,0000272,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,2,2021,79,Titolare,0001015,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,2,2022,79,Titolare,0000301,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,3,2021,79,Titolare,0001114,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,3,2022,79,Titolare,0000327,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,4,2021,79,Titolare,0001175,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,4,2022,79,Titolare,0000441,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,5,2021,79,Titolare,0001255,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,5,2022,79,Titolare,0000520,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,6,2021,79,Titolare,0001335,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,6,2022,79,Titolare,0000558,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,7,2021,79,Titolare,0001436,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,7,2022,79,Titolare,0000620,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,8,2021,79,Titolare,0001510,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,8,2022,79,Titolare,0000676,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,9,2021,79,Titolare,0001572,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,9,2022,79,Titolare,0000738,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,10,2021,79,Titolare,0001649,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,10,2022,79,Titolare,0000800,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,11,2021,79,Titolare,0001721,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,11,2022,79,Titolare,0000854,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,12,2021,79,Titolare,0001805,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,13,2021,79,Titolare,0001882,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,14,2021,79,Titolare,0001965,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,15,2021,79,Titolare,0002044,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,16,2021,79,Titolare,0002124,011,Kalex Moto2
000046,Moto2,Idemitsu Honda Team Asia,17,2021,79,Titolare,0002223,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,1,2021,16,Titolare,0000938,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,1,2022,16,Titolare,0000274,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,2,2021,16,Titolare,0001038,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,2,2022,16,Titolare,0000306,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,3,2021,16,Titolare,0001091,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,3,2022,16,Titolare,0000337,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,4,2021,16,Titolare,0001176,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,4,2022,16,Titolare,0000447,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,5,2021,16,Titolare,0001272,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,5,2022,16,Titolare,0000498,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,6,2021,16,Titolare,0001333,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,6,2022,16,Titolare,0000565,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,7,2021,16,Titolare,0001417,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,7,2022,16,Titolare,0000622,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,8,2021,16,Titolare,0001512,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,8,2022,16,Titolare,0000675,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,9,2021,16,Titolare,0001593,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,9,2022,16,Titolare,0000759,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,10,2021,16,Titolare,0001673,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,10,2022,16,Titolare,0000805,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,11,2021,16,Titolare,0001735,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,11,2022,16,Titolare,0000860,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,12,2021,16,Titolare,0001806,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,13,2021,16,Titolare,0001887,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,14,2021,16,Titolare,0001981,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,15,2021,16,Titolare,0002055,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,16,2021,16,Titolare,,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,17,2021,16,Titolare,0002218,011,Kalex Moto2
000047,Moto2,Italtrans Racing Team,18,2021,16,Titolare,,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,1,2021,19,Titolare,0000950,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,1,2022,19,Titolare,0000294,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,2,2021,19,Titolare,0001024,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,2,2022,19,Titolare,0000315,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,3,2021,19,Titolare,0001099,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,3,2022,19,Titolare,0000345,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,4,2021,19,Titolare,0001184,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,4,2022,19,Titolare,0000455,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,5,2021,19,Titolare,0001279,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,5,2022,19,Titolare,0000524,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,6,2021,19,Titolare,0001357,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,6,2022,19,Titolare,0000572,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,7,2021,19,Titolare,0001437,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,7,2022,19,Titolare,0000627,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,8,2021,19,Titolare,0001513,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,8,2022,19,Titolare,0000701,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,9,2021,19,Titolare,0001594,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,9,2022,19,Titolare,0000742,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,10,2021,19,Titolare,0001656,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,10,2022,19,Titolare,0000820,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,11,2021,19,Titolare,0001747,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,11,2022,19,Titolare,0000868,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,12,2021,19,Titolare,,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,13,2021,19,Titolare,0001901,011,Kalex Moto2
000048,Moto2,Italtrans Racing Team,14,2021,19,Titolare,0001985,011,Kalex Moto2
000049,Moto2,Intact GP,1,2022,23,Titolare,0000276,011,Kalex Moto2
000049,Moto2,Intact GP,2,2022,23,Titolare,0000311,011,Kalex Moto2
000049,Moto2,Intact GP,3,2022,23,Titolare,0000336,011,Kalex Moto2
000049,Moto2,Intact GP,4,2022,23,Titolare,0000443,011,Kalex Moto2
000049,Moto2,Intact GP,5,2022,23,Titolare,0000501,011,Kalex Moto2
000049,Moto2,Intact GP,6,2022,23,Titolare,0000562,011,Kalex Moto2
000049,Moto2,Intact GP,7,2022,23,Titolare,0000621,011,Kalex Moto2
000049,Moto2,Intact GP,8,2022,23,Titolare,0000682,011,Kalex Moto2
000049,Moto2,Intact GP,9,2022,23,Titolare,0000736,011,Kalex Moto2
000049,Moto2,Intact GP,10,2022,23,Titolare,0000796,011,Kalex Moto2
000049,Moto2,Intact GP,11,2022,23,Titolare,0000879,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,1,2021,23,Titolare,0000940,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,2,2021,23,Titolare,0001034,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,3,2021,23,Titolare,0001097,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,4,2021,23,Titolare,0001178,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,5,2021,23,Titolare,0001254,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,6,2021,23,Titolare,0001334,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,7,2021,23,Titolare,0001415,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,8,2021,23,Titolare,0001494,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,9,2021,23,Titolare,0001575,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,10,2021,23,Titolare,0001654,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,11,2021,23,Titolare,0001742,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,12,2021,23,Titolare,0001809,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,13,2021,23,Titolare,0001885,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,14,2021,23,Titolare,0001970,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,15,2021,23,Titolare,0002061,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,16,2021,23,Titolare,0002130,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,17,2021,23,Titolare,0002204,011,Kalex Moto2
000049,Moto2,Liqui Moly Intact GP,18,2021,23,Titolare,0002281,011,Kalex Moto2
000050,Moto2,Intact GP,1,2022,52,Titolare,0000280,011,Kalex Moto2
000050,Moto2,Intact GP,2,2022,52,Titolare,0000309,011,Kalex Moto2
000050,Moto2,Intact GP,3,2022,52,Titolare,0000340,011,Kalex Moto2
000050,Moto2,Intact GP,4,2022,52,Titolare,0000445,011,Kalex Moto2
000050,Moto2,Intact GP,5,2022,52,Titolare,0000503,011,Kalex Moto2
000050,Moto2,Intact GP,6,2022,52,Titolare,0000569,011,Kalex Moto2
000050,Moto2,Intact GP,7,2022,52,Titolare,0000628,011,Kalex Moto2
000050,Moto2,Intact GP,8,2022,52,Titolare,0000690,011,Kalex Moto2
000050,Moto2,Intact GP,9,2022,52,Titolare,0000749,011,Kalex Moto2
000050,Moto2,Intact GP,10,2022,52,Titolare,0000812,011,Kalex Moto2
000050,Moto2,Intact GP,11,2022,52,Titolare,0000866,011,Kalex Moto2
000050,Moto3,Team Gresini,1,2021,52,Titolare,0000986,002,NSF250RW
000050,Moto3,Team Gresini,2,2021,52,Titolare,0001063,002,NSF250RW
000050,Moto3,Team Gresini,3,2021,52,Titolare,0001131,002,NSF250RW
000050,Moto3,Team Gresini,4,2021,52,Titolare,0001201,002,NSF250RW
000050,Moto3,Team Gresini,5,2021,52,Titolare,0001301,002,NSF250RW
000050,Moto3,Team Gresini,6,2021,52,Titolare,0001373,002,NSF250RW
000050,Moto3,Team Gresini,7,2021,52,Titolare,0001441,002,NSF250RW
000050,Moto3,Team Gresini,8,2021,52,Titolare,0001522,002,NSF250RW
000050,Moto3,Team Gresini,9,2021,52,Titolare,0001605,002,NSF250RW
000050,Moto3,Team Gresini,10,2021,52,Titolare,0001692,002,NSF250RW
000050,Moto3,Team Gresini,11,2021,52,Titolare,0001763,002,NSF250RW
000050,Moto3,Team Gresini,12,2021,52,Titolare,0001846,002,NSF250RW
000050,Moto3,Team Gresini,13,2021,52,Titolare,0001928,002,NSF250RW
000050,Moto3,Team Gresini,14,2021,52,Titolare,0002004,002,NSF250RW
000050,Moto3,Team Gresini,15,2021,52,Titolare,0002072,002,NSF250RW
000050,Moto3,Team Gresini,16,2021,52,Titolare,0002158,002,NSF250RW
000050,Moto3,Team Gresini,17,2021,52,Titolare,0002229,002,NSF250RW
000050,Moto3,Team Gresini,18,2021,52,Titolare,0002314,002,NSF250RW
000051,Moto2,Mooney VR46 Racing Team,1,2022,13,Titolare,0000267,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,2,2022,13,Titolare,0000297,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,3,2022,13,Titolare,0000325,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,4,2022,13,Titolare,0000460,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,5,2022,13,Titolare,0000499,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,6,2022,13,Titolare,0000563,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,7,2022,13,Titolare,0000623,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,8,2022,13,Titolare,0000699,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,9,2022,13,Titolare,0000732,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,10,2022,13,Titolare,0000814,011,Kalex Moto2
000051,Moto2,Mooney VR46 Racing Team,11,2022,13,Titolare,0000856,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,1,2021,13,Titolare,0000944,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,2,2021,13,Titolare,0001017,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,3,2021,13,Titolare,0001111,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,4,2021,13,Titolare,0001186,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,5,2021,13,Titolare,0001267,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,6,2021,13,Titolare,0001345,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,7,2021,13,Titolare,0001421,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,8,2021,13,Titolare,0001503,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,9,2021,13,Titolare,0001576,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,10,2021,13,Titolare,0001650,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,11,2021,13,Titolare,0001725,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,12,2021,13,Titolare,0001808,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,13,2021,13,Titolare,0001889,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,14,2021,13,Titolare,0001968,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,15,2021,13,Titolare,0002060,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,16,2021,13,Titolare,0002119,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,17,2021,13,Titolare,0002200,011,Kalex Moto2
000051,Moto2,Sky Racing Team VR46,18,2021,13,Titolare,0002276,011,Kalex Moto2
000052,Moto3,Esponsorama Racing,1,2021,23,Titolare,0000966,005,RC250GP
000052,Moto3,Esponsorama Racing,2,2021,23,Titolare,0001041,005,RC250GP
000052,Moto3,Esponsorama Racing,3,2021,23,Titolare,0001123,005,RC250GP
000052,Moto3,Esponsorama Racing,4,2021,23,Titolare,0001206,005,RC250GP
000052,Moto3,Esponsorama Racing,5,2021,23,Titolare,0001307,005,RC250GP
000052,Moto3,Esponsorama Racing,6,2021,23,Titolare,0001371,005,RC250GP
000052,Moto3,Esponsorama Racing,7,2021,23,Titolare,0001447,005,RC250GP
000052,Moto3,Esponsorama Racing,8,2021,23,Titolare,0001524,005,RC250GP
000052,Moto3,Esponsorama Racing,9,2021,23,Titolare,0001609,005,RC250GP
000052,Moto3,Esponsorama Racing,10,2021,23,Titolare,,005,RC250GP
000052,Moto3,Esponsorama Racing,12,2021,23,Titolare,0001827,005,RC250GP
000052,Moto3,Esponsorama Racing,13,2021,23,Titolare,0001911,005,RC250GP
000052,Moto3,Esponsorama Racing,14,2021,23,Titolare,0001990,005,RC250GP
